Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
3069;7791249420874;MANTECOL X 400                                   ;CARNICERIA                             ;21;720;0
3070;7891024177655;JAB TOC PALMILIVE                                ;CARNICERIA                             ;21;680;0
3071;7792716000117;DURAZNO FIZZ FARRUCA                             ;CARNICERIA                             ;21;30.5;0
3072;7790380012153;TURRON TORRONI  x 70g mani                       ;CARNICERIA                             ;21;350;0
3073;7790380014317;garrapiÒada GEORGALOS X100                       ;CARNICERIA                             ;21;33;0
3074;7790580396800;HELADO KOPA X180                                 ;CARNICERIA                             ;21;1370;0
3075;7790040008175;OPERA PACK X 220G                                ;CARNICERIA                             ;21;2320;0
3076;7790040930308;AMOR-melliz.rumba X 3                            ;CARNICERIA                             ;21;3020;0
3077;0005741;QUINOA X 150                                     ;CARNICERIA                             ;21;260;0
3078;7793890001570;TAPAS EMPANADAS fargo criollas                   ;CARNICERIA                             ;21;42;0
3079;7790520003430;RAID PAPEL INSECT.                               ;CARNICERIA                             ;21;11.8;0
3080;7794450002037;VALDERROBLES x 700                               ;CARNICERIA                             ;21;50.9;0
3081;3081;VASO BERMUDAS                                    ;CARNICERIA                             ;21;44.9;0
3082;7708118410775;VASO TRAGO LARGO X 6                             ;CARNICERIA                             ;21;135.1;0
3083;3083;ESCOBILLON DE ALGODON                            ;CARNICERIA                             ;21;279.5;0
3084;3084;PLUMERO DE LANA auto                             ;CARNICERIA                             ;21;50.5;0
3085;7791600995478;KEVIN PERF + DESOD                               ;CARNICERIA                             ;21;279.5;0
3086;7790064099944;ALGODON ESTR SUPER X 500                         ;CARNICERIA                             ;21;300;0
3087;7792798003624;BUDWEISER X 710 DESC                             ;CARNICERIA                             ;21;185;0
3088;3088;ENSALADERA DESCARTABLE C-tapa                    ;CARNICERIA                             ;21;85;0
3089;7622300857387;MAYCO SANDWICH X 3                               ;CARNICERIA                             ;21;107;0
3090;7790272000046;NATURA GIRASOL/OLIVA                             ;CARNICERIA                             ;21;39;0
3091;7792070000495;ACEITUNAS RELLENA  FCO X 330 NUCETE              ;CARNICERIA                             ;21;3020;0
3092;7792798007158;PATAGONIA porron 24.7                            ;CARNICERIA                             ;21;150;0
3093;7793100111563;COLGATE X 180G                                   ;CARNICERIA                             ;21;11270;0
3094;7891024183120;HILO DENTAL X 2U COLGATE                         ;CARNICERIA                             ;21;3100;0
3095;7798138552821;MOLTO AEROSOL                                    ;CARNICERIA                             ;21;2590;0
3096;3096;PALETA SADIA                                     ;CARNICERIA                             ;21;90.5;0
3097;7790150831243;CHOCOLINO COPOS c/chicpis                        ;CARNICERIA                             ;21;113;0
3098;7794640611933;HINDS post-solar x 150                           ;CARNICERIA                             ;21;65.2;0
3099;7899026466630;AMPOLLAS LOREAL X 3                              ;CARNICERIA                             ;21;79.5;0
3100;7791293043715;sedal CREMA P/PEINAR                             ;CARNICERIA                             ;21;2260;0
3101;7791728001686;SANTA JULIA TARDIO X 500                         ;CARNICERIA                             ;21;495.5;0
3102;7793284000202;GRISIN BERLINES X180                             ;CARNICERIA                             ;21;1130;0
3103;7790040141209;ALFAJOR AGUILA                                   ;CARNICERIA                             ;21;950;0
3104;763571801024;ALFAJOR OLYMPIC                                  ;CARNICERIA                             ;21;840;0
3105;7790040386006;saladix pizza x 30 regilla                       ;CARNICERIA                             ;21;14;0
3106;7791058790410;YOGUR MANFREY X 140 DESC                         ;CARNICERIA                             ;21;570;0
3107;7798143242137;ESCOBILLON NAHUEL GIGANTE                        ;CARNICERIA                             ;21;249;0
3108;7798143242175;ESCOBILLON LACAR D CERDA                         ;CARNICERIA                             ;21;7550;0
3109;7798092965361;AROMATIZADOR MAKE rep                            ;CARNICERIA                             ;21;3800;0
3110;7805000459185;SUN SAL REGENERADORA X 1K                        ;CARNICERIA                             ;21;750;0
3111;7791813050360;PASO D LOS TOROS LATA                            ;CARNICERIA                             ;21;560;0
3112;trincheta;trincheta                                        ;CARNICERIA                             ;21;55;0
3113;3113;pelon                                            ;CARNICERIA                             ;10.5;2650;0
3114;7793253000974;LAVANDINA AYUDIN GEL X 750                       ;CARNICERIA                             ;21;2360;0
3115;7790250045533;BABYSEC ultra XG x 8                             ;CARNICERIA                             ;21;25;0
3116;7792180004741;PAN RALL MAMA COCINA X 500                       ;CARNICERIA                             ;21;220;0
3117;7795933204023;CHAMPIG BAHIA X400 ent                           ;CARNICERIA                             ;21;3950;0
3118;7798304851321;papas SIMPLOT X 700g                             ;CARNICERIA                             ;21;350;0
3119;7793360105944;TOMATE CUBET. LA CAMPAG                          ;CARNICERIA                             ;21;1810;0
3120;3120;PAPAS CONGELADAS X KG trad                       ;CARNICERIA                             ;21;9000;0
3121;7790580136895;CARAM ARCOR X 140                                ;CARNICERIA                             ;21;1720;0
3122;3122;tapa                                             ;CARNICERIA                             ;10.5;8990;0
3123;3123;OFERTA ZAPALLITO                                 ;CARNICERIA                             ;10.5;200;0
3124;7792216155508;CUADERNO RIVADAVIA 24                            ;CARNICERIA                             ;21;15.3;0
3125;65891;SACAPUNTAS metal                                 ;CARNICERIA                             ;21;45;0
3126;7798000081046;LAPIZ COLOR X 12                                 ;CARNICERIA                             ;21;21.8;0
3127;7792533000697;CLIPS N6 COLOR                                   ;CARNICERIA                             ;21;25.5;0
3128;7790776000719;REGLA TRANSP X20CM                               ;CARNICERIA                             ;21;6.55;0
3129;7790776000726;REGLA TRANSP X 30CM                              ;CARNICERIA                             ;21;10.7;0
